Symbol,Date,Open,High,Low,Close,Volume
ACLBSL,10/12/2022,716,719.4,708.1,714.5,305
ACLBSL,10/11/2022,712,716,712,716,65
ACLBSL,10/10/2022,722,735,707.6,707.6,995
ACLBSL,10/9/2022,720,736.5,720,721,457
ACLBSL,10/8/2022,715,719,702,708,994
ACLBSL,10/7/2022,715,719,702,708,994
ACLBSL,10/6/2022,715,719,702,708,994
ACLBSL,10/5/2022,715,719,702,708,994
ACLBSL,10/4/2022,715,719,702,708,994
ACLBSL,10/3/2022,715,719,702,708,994
ACLBSL,10/2/2022,715,719,702,708,994
ACLBSL,10/1/2022,715,719,702,708,994
ACLBSL,9/30/2022,715,719,702,708,994
ACLBSL,9/29/2022,715,719,702,708,994
ACLBSL,9/28/2022,710,718,705,710.1,828
ACLBSL,9/27/2022,702,715,696,697,614
ACLBSL,9/26/2022,691,702,691,701.9,753
ACLBSL,9/25/2022,691,702,691,701.9,753
ACLBSL,9/24/2022,700.7,715,688.2,705,740
ACLBSL,9/23/2022,700.7,715,688.2,705,740
ACLBSL,9/22/2022,700.7,715,688.2,705,740
ACLBSL,9/21/2022,715.1,729.4,710.1,715,387
ACLBSL,9/20/2022,722.3,723.9,707,708,"1,324.00"
ACLBSL,9/19/2022,752,752,735,737,986
ACLBSL,9/18/2022,752,752,735,737,986
ACLBSL,9/17/2022,747.8,765,745,752,450
ACLBSL,9/16/2022,747.8,765,745,752,450
ACLBSL,9/15/2022,788,800,755,763,"1,058.00"
ACLBSL,9/14/2022,781,812,772,787,936
ACLBSL,9/13/2022,760,777.3,755,766,747
ACLBSL,9/12/2022,760.1,775,760.1,762.1,211
ACLBSL,9/11/2022,780,784,765.3,769,370
ACLBSL,9/10/2022,790,800,759.6,772,359
ACLBSL,9/9/2022,790,800,759.6,772,359
ACLBSL,9/8/2022,790,800,759.6,772,359
ACLBSL,9/7/2022,770,797.5,767,775,"1,247.00"
ACLBSL,9/6/2022,784.5,794,772,782,553
ACLBSL,9/5/2022,814,814,800,800,406
ACLBSL,9/4/2022,790,814,790,814,303
ACLBSL,9/3/2022,813,815,796.8,800,388
ACLBSL,9/2/2022,813,815,796.8,800,388
ACLBSL,9/1/2022,785,799.9,776.1,798,894
ACLBSL,8/31/2022,785,791.9,778,785.1,650
ACLBSL,8/30/2022,802.7,818.7,789.9,789.9,"1,424.00"
ACLBSL,8/29/2022,781.1,799,781.1,787,656
ACLBSL,8/28/2022,800,830,790.4,796,883
ACLBSL,8/27/2022,815,816,806.1,815,287
ACLBSL,8/26/2022,815,816,806.1,815,287
ACLBSL,8/25/2022,820.1,834,818.1,818.1,"1,448.00"
ACLBSL,8/24/2022,840,840,825,826,442
ACLBSL,8/23/2022,855,855,811,828,"1,764.00"
ACLBSL,8/22/2022,831.2,855,821,840,"1,809.00"
ACLBSL,8/21/2022,860,865,847,848,"1,691.00"
ACLBSL,8/20/2022,827,859.8,827,859.8,"2,061.00"
ACLBSL,8/19/2022,827,859.8,827,859.8,"2,061.00"
ACLBSL,8/18/2022,827,859.8,827,859.8,"2,061.00"
ACLBSL,8/17/2022,840,852,821.3,827,713
ACLBSL,8/16/2022,859,889.9,836,838,"1,065.00"
ACLBSL,8/15/2022,840,860,832,859,777
ACLBSL,8/14/2022,865,870,840,840,868
ACLBSL,8/13/2022,888,891,865,870,897
ACLBSL,8/12/2022,888,891,865,870,897
ACLBSL,8/11/2022,888,891,865,870,897
ACLBSL,8/10/2022,870,886.8,861,875,628
ACLBSL,8/9/2022,890,895,876,876,"1,132.00"
ACLBSL,8/8/2022,900,914.5,895,895,"1,018.00"
ACLBSL,8/7/2022,900,910,895,898,850
ACLBSL,8/6/2022,925,925,905,905,821
ACLBSL,8/5/2022,925,925,905,905,821
ACLBSL,8/4/2022,950,959.9,922.2,925,"1,159.00"
ACLBSL,8/3/2022,950,958,925,948,"4,655.00"
ACLBSL,8/2/2022,940,975,933,968,"2,595.00"
ACLBSL,8/1/2022,950,969,940,940,"2,961.00"
ACLBSL,7/31/2022,977.1,977.1,950,950,"3,313.00"
ACLBSL,7/30/2022,969,969,949,958,"1,726.00"
ACLBSL,7/29/2022,969,969,949,958,"1,726.00"
ACLBSL,7/28/2022,880.2,955,880.2,950,"5,330.00"
ACLBSL,7/27/2022,910,910,884.9,898,996
ACLBSL,7/26/2022,896,915,881,893,"1,959.00"
ACLBSL,7/25/2022,885,914,870,914,"2,782.00"
ACLBSL,7/24/2022,851,868,833,867.9,"1,722.00"
ACLBSL,7/23/2022,867,867,833,835.2,230
ACLBSL,7/22/2022,867,867,833,835.2,230
ACLBSL,7/21/2022,850,860,843,850,580
ACLBSL,7/20/2022,876,876,855,857,"1,075.00"
ACLBSL,7/19/2022,855,872,840.2,860,655
ACLBSL,7/18/2022,843,855,825.2,848,940
ACLBSL,7/17/2022,838,842,826,842,930
ACLBSL,7/16/2022,822.3,826,822.3,825.1,292
ACLBSL,7/15/2022,822.3,826,822.3,825.1,292
ACLBSL,7/14/2022,840,841,839,839,128
ACLBSL,7/13/2022,832.2,848.8,808,840,478
ACLBSL,7/12/2022,783,825,783,816,798
ACLBSL,7/11/2022,853.7,853.7,788,796.5,"1,455.00"
ACLBSL,7/10/2022,860,860,830,837,148
ACLBSL,7/9/2022,860,860,830,837,148
ACLBSL,7/8/2022,860,860,830,837,148
ACLBSL,7/7/2022,879,888,853,860.9,548
ACLBSL,7/6/2022,850,862,833,862,"1,110.00"
ACLBSL,7/5/2022,905,905,864,865.1,602
ACLBSL,6/23/2022,775,780,759,759,438
ACLBSL,6/22/2022,809,810,790,790,931
ACLBSL,6/21/2022,810.9,810.9,790.1,800,"1,106.00"
ACLBSL,6/20/2022,800.1,805,782,795,"1,507.00"
ACLBSL,6/19/2022,830.3,831,815,816,165
ACLBSL,6/18/2022,861.7,870,845.1,847.2,264
ACLBSL,6/17/2022,861.7,870,845.1,847.2,264
ACLBSL,6/16/2022,822.1,849.9,822.1,844.9,123
ACLBSL,6/15/2022,856.7,856.7,806.6,838,612
ACLBSL,6/14/2022,840,840,825,840,672
ACLBSL,6/13/2022,840,871,840,853.6,284
ACLBSL,6/12/2022,848.5,850,840,845,145
ACLBSL,6/11/2022,848.5,850,840,845,145
ACLBSL,6/10/2022,848.5,850,840,845,145
ACLBSL,6/9/2022,865,892.9,855,865,"1,497.00"
ACLBSL,6/8/2022,850,866,835,865,308
ACLBSL,6/7/2022,820,838.2,820,838,523
ACLBSL,6/6/2022,840,840,830.2,830.2,230
ACLBSL,6/5/2022,832,833,820,830,721
ACLBSL,6/4/2022,832,833,820,830,721
ACLBSL,6/3/2022,832,833,820,830,721
ACLBSL,6/2/2022,875,875,840.4,845,595
ACLBSL,6/1/2022,875.1,875.1,850,858,962
ACLBSL,5/31/2022,873,890,873,874,429
ACLBSL,5/30/2022,880.1,904.7,870,890,598
ACLBSL,5/29/2022,901,909,896,897.5,734
ACLBSL,5/28/2022,901,909,896,897.5,734
ACLBSL,5/27/2022,901,909,896,897.5,734
ACLBSL,5/26/2022,887,920,887,909,327
ACLBSL,5/25/2022,932,932,897.2,905,692
ACLBSL,5/24/2022,887,915,887,913.8,549
ACLBSL,5/23/2022,898,910,881,887,391
ACLBSL,5/22/2022,900,946.5,900,915,179
ACLBSL,5/21/2022,900,946.5,900,915,179
ACLBSL,5/20/2022,900,946.5,900,915,179
ACLBSL,5/19/2022,919,937,905,910,138
ACLBSL,5/18/2022,924,939.9,924,937,364
ACLBSL,5/17/2022,980.9,980.9,942.8,942.8,535
ACLBSL,5/16/2022,980,982,952,970,"1,039.00"
ACLBSL,5/15/2022,980,982,952,970,"1,039.00"
ACLBSL,5/14/2022,980,982,952,970,"1,039.00"
ACLBSL,5/13/2022,980,982,952,970,"1,039.00"
ACLBSL,5/12/2022,980,982,952,970,"1,039.00"
ACLBSL,5/11/2022,930,962.8,930,962.8,"1,322.00"
ACLBSL,5/10/2022,927,927,915,926,518
ACLBSL,5/9/2022,888,920,888,910,558
ACLBSL,5/8/2022,872,888.9,850,888.9,"1,048.00"
ACLBSL,5/7/2022,911,911,875,875,"1,177.00"
ACLBSL,5/6/2022,911,911,875,875,"1,177.00"
ACLBSL,5/5/2022,911,911,875,875,"1,177.00"
ACLBSL,5/4/2022,900,903.8,892,903.8,495
ACLBSL,5/3/2022,932,932,900,905.5,857
ACLBSL,5/2/2022,932,932,900,905.5,857
ACLBSL,5/1/2022,940,952,921.2,932,624
ACLBSL,4/30/2022,940,952,921.2,932,624
ACLBSL,4/29/2022,940,952,921.2,932,624
ACLBSL,4/28/2022,940,952,921.2,932,624
ACLBSL,4/27/2022,928,946,910,940,849
ACLBSL,4/26/2022,949,949,927,928,"1,199.00"
ACLBSL,4/25/2022,980,980,930,949,"1,789.00"
ACLBSL,4/24/2022,968.9,989,953.1,973,885
ACLBSL,4/23/2022,960,960,932,950,"1,012.00"
ACLBSL,4/22/2022,960,960,932,950,"1,012.00"
ACLBSL,4/21/2022,960,960,932,950,"1,012.00"
ACLBSL,4/20/2022,954,975,935,960,249
ACLBSL,4/19/2022,979,979,941,973,635
ACLBSL,4/18/2022,960,962,955,960,635
ACLBSL,4/17/2022,970,991,955,961.5,495
ACLBSL,4/16/2022,970,988,952,983,"1,165.00"
ACLBSL,4/15/2022,970,988,952,983,"1,165.00"
ACLBSL,4/14/2022,970,988,952,983,"1,165.00"
ACLBSL,4/13/2022,970,988,952,983,"1,165.00"
ACLBSL,4/12/2022,980.1,"1,003.00",970,970,645
ACLBSL,4/11/2022,"1,010.00","1,022.00",990,995,"1,254.00"
ACLBSL,4/10/2022,995,"1,027.00",980,"1,010.00","1,758.00"
ACLBSL,4/9/2022,995,"1,027.00",980,"1,010.00","1,758.00"
ACLBSL,4/8/2022,995,"1,027.00",980,"1,010.00","1,758.00"
ACLBSL,4/7/2022,995,"1,027.00",980,"1,010.00","1,758.00"
ACLBSL,4/6/2022,"1,015.90","1,018.00",998,"1,002.00",750
ACLBSL,4/5/2022,"1,048.70","1,048.70","1,018.00","1,018.00","2,996.00"
ACLBSL,4/4/2022,"1,085.00","1,085.00","1,058.40","1,058.40","1,208.00"
ACLBSL,4/3/2022,"1,120.00","1,120.00","1,087.00","1,090.00","1,744.00"
ACLBSL,4/2/2022,"1,139.10","1,139.10","1,100.00","1,101.10","2,477.00"
ACLBSL,4/1/2022,"1,139.10","1,139.10","1,100.00","1,101.10","2,477.00"
ACLBSL,3/31/2022,"1,139.10","1,139.10","1,100.00","1,101.10","2,477.00"
ACLBSL,3/30/2022,"1,311.10","1,340.00","1,311.10","1,336.00","9,292.00"
ACLBSL,3/29/2022,"1,322.00","1,322.00","1,305.00","1,310.00","1,896.00"
ACLBSL,3/28/2022,"1,369.90","1,371.90","1,321.00","1,325.00","1,865.00"
ACLBSL,3/27/2022,"1,393.30","1,393.30","1,336.00","1,345.00","3,239.00"
ACLBSL,3/26/2022,"1,376.00","1,390.00","1,366.00","1,366.00","1,257.00"
ACLBSL,3/25/2022,"1,376.00","1,390.00","1,366.00","1,366.00","1,257.00"
ACLBSL,3/24/2022,"1,376.00","1,390.00","1,366.00","1,366.00","1,257.00"
ACLBSL,3/23/2022,"1,407.00","1,407.00","1,371.30","1,376.00","3,178.00"
ACLBSL,3/22/2022,"1,388.00","1,392.00","1,380.00","1,380.00","2,140.00"
ACLBSL,3/21/2022,"1,370.10","1,375.00","1,350.00","1,367.10","1,791.00"
ACLBSL,3/20/2022,"1,357.00","1,378.00","1,356.10","1,365.00","2,694.00"
ACLBSL,3/19/2022,"1,380.00","1,380.00","1,350.00","1,351.00","1,299.00"
ACLBSL,3/18/2022,"1,380.00","1,380.00","1,350.00","1,351.00","1,299.00"
ACLBSL,3/17/2022,"1,380.00","1,380.00","1,350.00","1,351.00","1,299.00"
ACLBSL,3/16/2022,"1,380.00","1,380.00","1,350.00","1,351.00","1,299.00"
ACLBSL,3/15/2022,"1,375.00","1,375.00","1,355.00","1,369.90","1,234.00"
ACLBSL,3/14/2022,"1,399.00","1,399.00","1,361.00","1,370.00",359
ACLBSL,3/13/2022,"1,332.00","1,388.00","1,332.00","1,374.00","1,173.00"
ACLBSL,3/12/2022,"1,334.00","1,336.20","1,307.40","1,336.20","1,266.00"
ACLBSL,3/11/2022,"1,334.00","1,336.20","1,307.40","1,336.20","1,266.00"
ACLBSL,3/10/2022,"1,334.00","1,336.20","1,307.40","1,336.20","1,266.00"
ACLBSL,3/9/2022,"1,300.00","1,317.00","1,300.00","1,310.30","1,493.00"
ACLBSL,3/8/2022,"1,310.00","1,336.20","1,300.00","1,315.00","1,146.00"
ACLBSL,3/7/2022,"1,310.00","1,336.20","1,300.00","1,315.00","1,146.00"
ACLBSL,3/6/2022,"1,360.00","1,360.00","1,310.00","1,310.00","2,305.00"
ACLBSL,3/5/2022,"1,330.00","1,340.00","1,321.00","1,335.00",863
ACLBSL,3/4/2022,"1,330.00","1,340.00","1,321.00","1,335.00",863
ACLBSL,3/3/2022,"1,330.00","1,340.00","1,321.00","1,335.00",863
ACLBSL,3/2/2022,"1,330.00","1,340.00","1,321.00","1,335.00",863
ACLBSL,3/1/2022,"1,385.00","1,387.90","1,350.00","1,354.00","1,576.00"
ACLBSL,2/28/2022,"1,385.00","1,387.90","1,350.00","1,354.00","1,576.00"
ACLBSL,2/27/2022,"1,360.00","1,370.00","1,347.00","1,367.00","1,380.00"
ACLBSL,2/26/2022,"1,371.00","1,394.00","1,344.00","1,370.00","2,096.00"
ACLBSL,2/25/2022,"1,371.00","1,394.00","1,344.00","1,370.00","2,096.00"
ACLBSL,2/24/2022,"1,371.00","1,394.00","1,344.00","1,370.00","2,096.00"
ACLBSL,2/23/2022,"1,390.00","1,407.00","1,390.00","1,398.00","1,308.00"
ACLBSL,2/22/2022,"1,400.00","1,426.00","1,396.20","1,399.20","1,546.00"
ACLBSL,2/21/2022,"1,413.00","1,413.00","1,390.00","1,399.00","2,242.00"
ACLBSL,2/20/2022,"1,392.00","1,413.00","1,365.00","1,413.00","2,557.00"
ACLBSL,2/19/2022,"1,400.00","1,425.00","1,400.00","1,420.00",666
ACLBSL,2/18/2022,"1,400.00","1,425.00","1,400.00","1,420.00",666
ACLBSL,2/17/2022,"1,400.00","1,425.00","1,400.00","1,420.00",666
ACLBSL,2/16/2022,"1,421.10","1,425.00","1,409.00","1,425.00","1,733.00"
ACLBSL,2/15/2022,"1,400.10","1,425.00","1,400.00","1,425.00","3,632.00"
ACLBSL,2/14/2022,"1,420.00","1,441.00","1,405.00","1,407.00","1,333.00"
ACLBSL,2/12/2022,"1,475.00","1,485.00","1,450.70","1,460.00","4,192.00"
ACLBSL,2/11/2022,"1,475.00","1,485.00","1,450.70","1,460.00","4,192.00"
ACLBSL,2/10/2022,"1,475.00","1,485.00","1,450.70","1,460.00","4,192.00"
ACLBSL,2/9/2022,"1,458.60","1,515.00","1,449.00","1,470.00","21,117.00"
ACLBSL,2/8/2022,"1,458.60","1,487.60","1,402.00","1,430.00","2,803.00"
ACLBSL,2/7/2022,"1,409.00","1,430.00","1,407.00","1,430.00","1,798.00"
ACLBSL,2/6/2022,"1,425.00","1,425.00","1,400.10","1,409.00","1,756.00"
ACLBSL,2/5/2022,"1,451.00","1,468.00","1,425.00","1,433.00","3,807.00"
ACLBSL,2/4/2022,"1,451.00","1,468.00","1,425.00","1,433.00","3,807.00"
ACLBSL,2/3/2022,"1,451.00","1,468.00","1,425.00","1,433.00","3,807.00"
ACLBSL,2/2/2022,"1,433.00","1,455.00","1,432.00","1,445.00","1,227.00"
ACLBSL,2/1/2022,"1,433.00","1,455.00","1,432.00","1,445.00","1,227.00"
ACLBSL,1/31/2022,"1,489.00","1,489.00","1,430.00","1,450.00","2,757.00"
ACLBSL,1/30/2022,"1,443.00","1,469.00","1,425.10","1,460.00","4,823.00"
ACLBSL,1/29/2022,"1,392.00","1,427.00","1,392.00","1,415.00","1,928.00"
ACLBSL,1/28/2022,"1,392.00","1,427.00","1,392.00","1,415.00","1,928.00"
ACLBSL,1/27/2022,"1,392.00","1,427.00","1,392.00","1,415.00","1,928.00"
ACLBSL,1/26/2022,"1,393.00","1,415.00","1,388.00","1,392.00","4,686.00"
ACLBSL,1/25/2022,"1,417.00","1,460.00","1,404.00","1,415.00","9,463.00"
ACLBSL,1/24/2022,"1,481.00","1,485.00","1,430.00","1,445.00","3,915.00"
ACLBSL,1/23/2022,"1,540.00","1,540.00","1,485.00","1,490.20","4,439.00"
ACLBSL,1/22/2022,"1,509.00","1,518.00","1,491.00","1,511.00","4,808.00"
ACLBSL,1/21/2022,"1,509.00","1,518.00","1,491.00","1,511.00","4,808.00"
ACLBSL,1/20/2022,"1,509.00","1,518.00","1,491.00","1,511.00","4,808.00"
ACLBSL,1/19/2022,"1,517.00","1,520.00","1,490.00","1,509.90","4,552.00"
ACLBSL,1/18/2022,"1,521.00","1,545.00","1,494.20","1,521.00","4,530.00"
ACLBSL,1/17/2022,"1,557.00","1,558.00","1,505.00","1,535.00","8,458.00"
ACLBSL,1/16/2022,"1,558.50","1,566.00","1,515.00","1,550.00","11,565.00"
ACLBSL,1/15/2022,"1,432.00","1,529.00","1,432.00","1,528.00","29,455.00"
ACLBSL,1/14/2022,"1,432.00","1,529.00","1,432.00","1,528.00","29,455.00"
ACLBSL,1/13/2022,"1,432.00","1,529.00","1,432.00","1,528.00","29,455.00"
ACLBSL,1/12/2022,"1,452.00","1,523.00","1,422.00","1,448.00","5,817.00"
ACLBSL,1/11/2022,"1,391.00","1,490.00","1,391.00","1,451.00","4,901.00"
ACLBSL,1/10/2022,"1,393.00","1,430.00","1,392.10","1,410.00","2,474.00"
ACLBSL,1/9/2022,"1,400.00","1,430.00","1,380.00","1,420.00","4,547.00"
ACLBSL,1/8/2022,"1,355.00","1,400.00","1,355.00","1,399.00","2,275.00"
ACLBSL,1/7/2022,"1,355.00","1,400.00","1,355.00","1,399.00","2,275.00"
ACLBSL,1/6/2022,"1,355.00","1,400.00","1,355.00","1,399.00","2,275.00"
ACLBSL,1/5/2022,"1,395.00","1,395.00","1,353.00","1,370.00","1,975.00"
ACLBSL,1/4/2022,"1,325.00","1,409.10","1,304.00","1,390.00","1,979.00"
ACLBSL,1/3/2022,"1,281.00","1,354.00","1,280.00","1,302.00","12,969.00"
ACLBSL,1/2/2022,"1,250.00","1,300.00","1,226.00","1,256.00","2,065.00"
ACLBSL,1/1/2022,"1,205.00","1,227.00","1,205.00","1,227.00",696
ACLBSL,12/31/2021,"1,205.00","1,227.00","1,205.00","1,227.00",696
ACLBSL,12/30/2021,"1,205.00","1,227.00","1,205.00","1,227.00",696
ACLBSL,12/29/2021,"1,205.00","1,227.00","1,205.00","1,227.00",696
ACLBSL,12/28/2021,"1,200.00","1,227.00","1,180.10","1,227.00","1,322.00"
ACLBSL,12/27/2021,"1,230.00","1,285.20","1,204.00","1,204.00","1,023.00"
ACLBSL,12/26/2021,"1,223.00","1,239.80","1,194.20","1,238.80","2,051.00"
ACLBSL,12/25/2021,"1,199.90","1,221.00","1,181.10","1,200.00","1,153.00"
ACLBSL,12/24/2021,"1,199.90","1,221.00","1,181.10","1,200.00","1,153.00"
ACLBSL,12/23/2021,"1,199.90","1,221.00","1,181.10","1,200.00","1,153.00"
ACLBSL,12/22/2021,"1,170.90","1,215.80","1,170.00","1,200.00","1,929.00"
ACLBSL,12/21/2021,"1,110.00","1,149.00","1,110.00","1,148.00","1,325.00"
ACLBSL,12/20/2021,"1,156.00","1,156.00","1,125.00","1,125.00",470
ACLBSL,12/19/2021,"1,143.50","1,165.00","1,143.50","1,156.00",595
ACLBSL,12/18/2021,"1,143.50","1,165.00","1,143.50","1,156.00",595
ACLBSL,12/17/2021,"1,143.50","1,165.00","1,143.50","1,156.00",595
ACLBSL,12/16/2021,"1,143.50","1,165.00","1,143.50","1,156.00",595
ACLBSL,12/15/2021,"1,222.90","1,240.00","1,165.00","1,165.00","1,547.00"
ACLBSL,12/14/2021,"1,100.00","1,199.00","1,100.00","1,199.00",518
ACLBSL,12/13/2021,"1,183.00","1,183.00","1,077.00","1,101.10","1,827.00"
ACLBSL,12/12/2021,"1,220.00","1,220.00","1,182.20","1,183.00",465
ACLBSL,12/11/2021,"1,242.00","1,242.00","1,217.20","1,241.90",780
ACLBSL,12/10/2021,"1,242.00","1,242.00","1,217.20","1,241.90",780
ACLBSL,12/9/2021,"1,242.00","1,242.00","1,217.20","1,241.90",780
ACLBSL,12/8/2021,"1,300.00","1,300.00","1,265.00","1,267.00","1,474.00"
ACLBSL,12/7/2021,"1,352.00","1,352.00","1,312.00","1,312.00","1,053.00"
ACLBSL,12/6/2021,"1,290.00","1,326.00","1,221.00","1,326.00","1,550.00"
ACLBSL,12/5/2021,"1,305.00","1,330.00","1,280.00","1,290.00","1,799.00"
ACLBSL,12/4/2021,"1,350.00","1,350.00","1,320.00","1,330.00","1,594.00"
ACLBSL,12/3/2021,"1,350.00","1,350.00","1,320.00","1,330.00","1,594.00"
ACLBSL,12/2/2021,"1,350.00","1,350.00","1,320.00","1,330.00","1,594.00"
ACLBSL,12/1/2021,"1,360.00","1,375.00","1,360.00","1,362.00",200
ACLBSL,11/30/2021,"1,360.00","1,386.00","1,333.00","1,381.00",911
ACLBSL,11/29/2021,"1,385.00","1,385.00","1,340.10","1,360.00","1,861.00"
ACLBSL,11/28/2021,"1,398.00","1,398.00","1,347.00","1,360.00","1,014.00"
ACLBSL,11/27/2021,"1,453.00","1,453.00","1,396.50","1,400.00",768
ACLBSL,11/26/2021,"1,453.00","1,453.00","1,396.50","1,400.00",768
ACLBSL,11/25/2021,"1,453.00","1,453.00","1,396.50","1,400.00",768
ACLBSL,11/24/2021,"1,400.00","1,425.00","1,400.00","1,424.90","2,059.00"
ACLBSL,11/23/2021,"1,420.00","1,422.00","1,405.10","1,411.00",783
ACLBSL,11/22/2021,"1,421.00","1,430.00","1,405.00","1,430.00",965
ACLBSL,11/21/2021,"1,432.00","1,432.00","1,415.00","1,421.00",570
ACLBSL,11/20/2021,"1,482.90","1,510.00","1,414.00","1,431.00","1,321.00"
ACLBSL,11/19/2021,"1,482.90","1,510.00","1,414.00","1,431.00","1,321.00"
ACLBSL,11/18/2021,"1,482.90","1,510.00","1,414.00","1,431.00","1,321.00"
ACLBSL,11/17/2021,"1,466.80","1,490.00","1,433.00","1,453.90","2,445.00"
ACLBSL,11/16/2021,"1,476.00","1,476.00","1,425.00","1,438.10","1,102.00"
ACLBSL,11/15/2021,"1,441.00","1,448.00","1,424.10","1,448.00","2,338.00"
ACLBSL,11/14/2021,"1,470.00","1,470.00","1,418.20","1,430.00","1,080.00"
ACLBSL,11/13/2021,"1,465.00","1,494.00","1,380.00","1,445.00","1,437.00"
ACLBSL,11/12/2021,"1,465.00","1,494.00","1,380.00","1,445.00","1,437.00"
ACLBSL,11/11/2021,"1,465.00","1,494.00","1,380.00","1,445.00","1,437.00"
ACLBSL,11/10/2021,"1,540.00","1,570.00","1,450.40","1,465.00","2,826.00"
ACLBSL,11/9/2021,"1,540.00","1,570.00","1,450.40","1,465.00","2,826.00"
ACLBSL,11/8/2021,"1,570.00","1,589.00","1,540.00","1,540.00","1,528.00"
ACLBSL,11/7/2021,"1,575.00","1,630.00","1,575.00","1,575.10","2,440.00"
ACLBSL,11/6/2021,"1,575.00","1,630.00","1,575.00","1,575.10","2,440.00"
ACLBSL,11/5/2021,"1,575.00","1,630.00","1,575.00","1,575.10","2,440.00"
ACLBSL,11/3/2021,"1,575.00","1,630.00","1,575.00","1,575.10","2,440.00"
ACLBSL,9/1/2021,"1,570.00","1,615.00","1,570.00","1,581.00","2,650.00"
